
    ___  __          __
   / _ )/ /_ _____  / /__
  / _  / / // / _ \/  '_/
 /____/_/\_, /_//_/_/\_\
        /___/ for Python v0.2.0 (Linux)

Welcome to the 4Runner MOC, powered by Raspberry Pi
Left Side LED Status: 1
Left Side LED Status: 0
Ditch Light LED Status: 1
Ditch Light LED Status: 0
Left Side LED Status: 1
Left Side LED Status: 0
Traceback (most recent call last):
  File "automoc_local.py", line 60, in <module>
    blynk.run()
  File "/usr/local/lib/python2.7/dist-packages/BlynkLib.py", line 246, in run
    data = self.conn.recv(self.buffin)
KeyboardInterrupt

    ___  __          __
   / _ )/ /_ _____  / /__
  / _  / / // / _ \/  '_/
 /____/_/\_, /_//_/_/\_\
        /___/ for Python v0.2.0 (Linux)

Welcome to the 4Runner MOC, powered by Raspberry Pi
$GNGGA,141907.00,4738.46974,N,12219.68082,W,2,12,0.86,13.7,M,-18.8,M,,0000*40
$GNGGA,141922.00,4738.46949,N,12219.68054,W,2,12,0.99,14.6,M,-18.8,M,,0000*4A
$GNGGA,141937.00,4738.46920,N,12219.68042,W,2,12,0.85,15.3,M,-18.8,M,,0000*4F
$GNGGA,141952.00,4738.46906,N,12219.68027,W,2,12,0.91,16.9,M,-18.8,M,,0000*47
$GNGGA,142007.00,4738.46905,N,12219.68052,W,2,12,0.79,17.0,M,-18.8,M,,0000*42
$GNGGA,142022.00,4738.46902,N,12219.68012,W,2,12,0.79,15.4,M,-18.8,M,,0000*40
$GNGGA,142037.00,4738.46920,N,12219.67954,W,2,12,0.79,13.5,M,-18.8,M,,0000*47
$GNGGA,142052.00,4738.46947,N,12219.67946,W,2,12,0.79,14.2,M,-18.8,M,,0000*46
$GNGGA,142108.00,4738.46982,N,12219.67980,W,2,12,0.97,12.3,M,-18.8,M,,0000*4C
$GNGGA,142123.00,4738.46997,N,12219.68045,W,2,12,0.88,11.8,M,-18.8,M,,0000*48
$GNGGA,142138.00,4738.46947,N,12219.68036,W,2,12,0.84,15.7,M,-18.8,M,,0000*4C
$GNGGA,142153.00,4738.46901,N,12219.68055,W,2,12,0.73,19.0,M,-18.8,M,,0000*45
$GNGGA,142208.00,4738.46853,N,12219.68083,W,2,12,0.73,19.9,M,-18.8,M,,0000*4C
$GNGGA,142223.00,4738.46808,N,12219.68187,W,2,12,0.83,19.6,M,-18.8,M,,0000*4E
$GNGGA,142238.00,4738.46768,N,12219.68208,W,2,12,0.89,19.6,M,-18.8,M,,0000*43
$GNGGA,142253.00,4738.46751,N,12219.68203,W,2,12,0.73,21.2,M,-18.8,M,,0000*45
$GNGGA,142308.00,4738.46767,N,12219.68190,W,2,12,0.71,21.7,M,-18.8,M,,0000*41
$GNGGA,142323.00,4738.46802,N,12219.68154,W,2,12,0.75,21.2,M,-18.8,M,,0000*4D
$GNGGA,142338.00,4738.46810,N,12219.68117,W,2,12,0.87,21.8,M,-18.8,M,,0000*44
$GNGGA,142353.00,4738.46836,N,12219.68106,W,2,12,0.78,21.5,M,-18.8,M,,0000*40
$GNGGA,142408.00,4738.46874,N,12219.68106,W,2,12,0.78,20.7,M,-18.8,M,,0000*4C
$GNGGA,142423.00,4738.46898,N,12219.68093,W,2,12,0.73,19.9,M,-18.8,M,,0000*45
$GNGGA,142438.00,4738.46871,N,12219.68092,W,2,12,0.74,20.8,M,-18.8,M,,0000*45
$GNGGA,142453.00,4738.46856,N,12219.68067,W,2,12,0.70,20.8,M,-18.8,M,,0000*43
